X	Y	Z	Vp	Vs
83	165	117	3.083739	1.486183
43	85	135	2.15981	1.29123
93	5	138	3.130791	1.526742
123	45	175	2.899029	1.326963
103	65	194	2.85315	1.287415
103	65	128	3.043544	1.451535
93	105	160	2.849696	1.284438
43	85	11	3.264427	1.641936
53	125	149	2.190907	1.368572
7	31	23	2.234529	1.440694
27	5	108	3.321246	1.690914
63	45	122	2.944033	1.365757
83	65	165	2.995991	1.410544
27	5	135	3.077744	1.481015
43	85	6	2.202501	1.38787
123	45	94	2.16328	1.296856
107	85	131	2.922171	1.346911
53	125	87	3.052249	1.459039
107	171	170	3.281244	1.656432
123	45	193	3.067527	1.472208
73	91	87	2.190345	1.367676
107	191	20	3.185784	1.574146
113	5	187	3.060972	1.466558
73	5	145	2.179735	1.350042
143	51	22	2.182644	1.35498
53	5	87	2.204967	1.391752
87	85	167	2.618712	1.085329
43	85	142	2.156915	1.286008
63	45	130	2.150628	1.301466
83	165	160	2.141243	1.285319
77	25	149	2.136497	1.276811
107	131	83	3.389757	1.749971
57	25	145	2.759622	1.206794
77	25	141	2.165473	1.326365
73	191	16	2.120152	1.247515
113	5	84	3.174558	1.564469
73	5	182	3.259851	1.637992
77	25	139	2.132832	1.27061
87	85	137	2.903926	1.331185
53	125	84	3.117385	1.515186
43	85	20	2.201552	1.38641
83	65	116	2.154253	1.281497
113	5	24	2.181453	1.352926
43	85	147	2.148155	1.270879
37	165	7	3.311212	1.682265
133	125	145	2.849005	1.283843
83	165	172	2.948987	1.370026
133	125	115	2.104951	1.218231
83	65	171	3.070084	1.474412
123	45	185	2.953946	1.374301
7	75	12	2.921467	1.346305
17	115	12	3.178297	1.567692
27	5	133	2.970996	1.388999
33	45	9	2.855223	1.289203
83	45	192	2.155818	1.310036
93	105	177	3.024024	1.434709
63	45	198	3.186534	1.574792
87	85	185	2.736094	1.186513
107	111	103	2.166951	1.30301
123	45	169	3.044269	1.452159
77	25	106	3.360047	1.72436
43	85	169	3.104865	1.504394
83	65	135	3.213601	1.598124
93	5	83	3.314297	1.684924
77	25	188	2.16368	1.297506
127	85	19	3.164852	1.556102
33	45	170	3.074822	1.478497
113	5	136	2.137388	1.278339
77	25	197	3.160379	1.552247
83	165	93	2.164871	1.325403
123	45	156	3.047169	1.454659
73	91	93	2.23579	1.442691
113	5	97	3.298124	1.670983
107	191	13	2.11719	1.242052
73	91	84	3.135161	1.530508
107	131	151	3.168582	1.559318
43	85	116	3.015908	1.427713
107	111	88	3.272827	1.649177
93	105	184	2.956073	1.376135
27	95	25	3.128463	1.524735
63	45	97	3.175425	1.565217
107	171	140	3.024024	1.434709
87	85	152	2.997424	1.411779
93	5	198	3.069714	1.474094
27	151	12	2.156669	1.311456
73	5	140	2.116216	1.240117
27	5	97	3.344487	1.710948
37	165	8	3.135123	1.530476
83	165	152	3.083019	1.485563
103	45	98	2.161126	1.29343
43	85	121	3.067527	1.472208
83	165	154	2.207048	1.395134
83	165	155	2.192151	1.370583
83	65	105	2.946863	1.368196
63	45	164	2.158833	1.315169
67	71	182	2.162526	1.321739
77	111	132	2.149386	1.299184
113	5	164	2.164628	1.325018
107	131	131	2.755578	1.203308
77	25	85	2.166203	1.301719
73	5	130	2.198814	1.382114
127	85	81	3.34604	1.712287
53	5	120	3.057189	1.463297
103	45	160	3.221906	1.605283
113	5	158	2.227268	1.428851
107	85	113	2.966727	1.385319
57	25	199	3.240838	1.621602
27	5	160	2.156458	1.311101
107	131	107	3.145505	1.539425
33	45	158	2.163277	1.322898
63	45	101	3.314297	1.684924
77	25	175	3.234771	1.616372
107	85	169	3.262901	1.640621
97	25	113	3.234013	1.615719
107	171	83	3.177549	1.567047
53	125	165	2.806441	1.247152
103	65	179	2.813274	1.253042
53	5	92	3.397608	1.756738
37	165	0	3.252997	1.632083
93	125	138	2.149566	1.299511
93	5	149	2.155693	1.283907
93	125	155	2.734754	1.185358
93	105	101	2.176484	1.318834
107	85	176	3.191033	1.578671
107	85	119	3.040646	1.449037
93	105	97	3.055044	1.461448
107	111	90	3.283542	1.658413
127	165	129	3.158889	1.550963
107	171	113	2.207629	1.396098
63	45	174	2.956073	1.376135
83	165	173	3.023303	1.434087
107	171	152	3.340605	1.707602
103	45	101	2.903226	1.330581
93	105	111	2.130299	1.265833
83	65	118	3.111907	1.510464
83	65	146	3.235529	1.617026
107	85	145	2.213622	1.406636
107	111	178	2.135679	1.275433
87	85	85	3.365505	1.729066
127	165	122	3.162615	1.554174
107	131	183	3.017538	1.429117
93	105	134	3.052185	1.458983
107	85	130	2.777196	1.221943
83	65	190	2.786693	1.230129
123	45	83	3.076547	1.479983
97	25	164	2.187462	1.363184
103	65	130	3.096784	1.497427
17	115	22	2.152381	1.304508
87	85	149	2.875327	1.306532
113	5	121	2.885069	1.31493
143	51	9	3.160379	1.552247
107	131	186	3.212093	1.596824
123	45	192	2.839353	1.275522
27	151	8	3.368627	1.731757
83	45	191	2.151405	1.302929
33	45	159	2.151148	1.302441
63	45	176	2.917953	1.343275
43	85	124	2.969573	1.387772
107	171	167	3.22115	1.604631
87	85	194	2.720713	1.173255
67	71	90	2.162673	1.295879
123	45	24	3.243115	1.623565
87	85	182	2.629109	1.094292
33	45	172	3.155911	1.548396
53	125	195	2.860759	1.293974
27	5	180	2.876022	1.307131
77	25	96	2.152954	1.279381
17	115	9	3.155167	1.547754
97	25	86	3.263664	1.641278
93	125	139	2.188775	1.365208
17	115	24	2.150012	1.300326
53	5	96	3.391326	1.751323
53	125	188	2.105424	1.219267
133	125	166	3.3012	1.673635
43	85	85	2.166108	1.301557
87	85	86	3.397608	1.756738
87	85	111	2.155782	1.284057
33	45	145	2.12765	1.26116
83	45	176	2.146097	1.293446
123	45	102	2.837976	1.274335
83	165	88	2.192559	1.371253
43	85	198	2.81875	1.257762
107	85	108	3.183537	1.572209
83	65	162	2.851768	1.286224
107	171	198	3.019699	1.43098
103	65	154	2.156669	1.311456
107	171	112	2.219547	1.415815
113	5	160	2.213108	1.405683
87	85	198	2.756926	1.20447
27	151	5	2.245912	1.460205
67	71	167	2.159006	1.289742
77	25	185	2.151524	1.277106
93	5	109	3.198543	1.585144
67	71	112	2.210854	1.401622
103	45	134	2.977409	1.394526
123	45	16	3.003878	1.417343
103	45	90	2.174054	1.314818
83	165	109	2.133046	1.27103
83	65	129	3.123289	1.520275
53	5	103	2.157343	1.286756
77	111	93	2.190767	1.368348
93	105	112	2.142763	1.28799
127	85	182	2.995991	1.410544
107	85	141	3.080861	1.483702
103	45	122	3.069714	1.474094
107	85	187	2.919358	1.344487
73	5	105	3.368627	1.731757
103	45	181	3.096784	1.497427
107	171	135	2.887857	1.317333
27	5	173	3.162615	1.554174
27	5	189	2.978122	1.395141
93	125	85	3.138805	1.53365
107	131	177	2.149023	1.298531
83	165	106	2.123045	1.252767
83	165	187	3.02114	1.432223
113	5	133	2.140763	1.284413
127	165	94	3.322019	1.69158
77	111	199	2.672976	1.132105
93	5	189	2.144407	1.290641
7	31	10	2.188485	1.364759
73	5	97	3.496871	1.842303
97	25	174	3.147566	1.541202
73	5	183	3.272063	1.648518
57	25	137	2.875327	1.306532
77	111	198	2.638231	1.102155
27	5	154	2.159168	1.29004
73	5	169	3.271299	1.64786
107	85	138	2.178597	1.322481
67	71	99	3.168811	1.559515
83	165	120	2.961752	1.38103
103	65	94	3.097518	1.49806
107	171	192	2.833848	1.270777
33	45	106	2.170477	1.309192
107	85	97	2.208915	1.398264
127	165	195	2.950403	1.371247
83	65	96	2.159432	1.316226
53	125	108	2.99098	1.406225
103	45	117	3.006032	1.4192
107	85	162	3.097518	1.49806
107	131	99	3.069367	1.473794
107	85	106	3.117385	1.515186
107	111	151	2.80849	1.248918
27	151	25	2.183576	1.356619
63	45	157	2.189921	1.367004
103	65	183	3.004596	1.417962
7	75	21	2.169061	1.332298
63	45	185	2.804393	1.245387
77	25	119	3.296587	1.669658
83	165	188	2.866302	1.298752
133	125	129	3.097518	1.49806
113	5	175	3.271299	1.64786
73	91	118	3.065341	1.470324
83	65	190	2.786693	1.230129
27	151	17	3.189533	1.577378
33	45	99	2.147117	1.269068
107	191	7	2.161742	1.320441
93	5	144	2.171393	1.310602
83	45	86	3.076283	1.479756
123	45	132	3.16336	1.554817
37	191	5	3.217374	1.601377
87	85	171	2.752211	1.200406
103	45	168	3.246913	1.626839
113	5	22	3.377224	1.739167
63	45	158	2.180355	1.351073
143	15	20	2.81875	1.257762
133	125	3	2.906728	1.333599
127	165	155	3.203055	1.589034
67	71	147	2.135862	1.275739
113	5	88	3.318156	1.688251
83	65	107	3.079936	1.482905
93	5	84	3.250715	1.630116
103	65	196	2.871853	1.303538
27	5	158	2.14901	1.272407
87	85	196	2.605112	1.073606
93	105	170	2.957492	1.377358
83	65	158	2.924281	1.34873
113	5	169	2.155278	1.309147
27	151	3	2.211125	1.402101
73	5	155	2.169395	1.332869
57	25	170	3.269007	1.645884
143	15	14	3.021861	1.432844
7	31	1	3.182039	1.570918
107	171	84	3.152192	1.545189
57	25	129	2.787372	1.230715
127	85	105	3.327432	1.696246
123	45	82	3.118434	1.51609
127	85	189	2.91725	1.34267
63	45	162	2.156245	1.310746
73	91	130	2.130989	1.267101
123	45	90	2.164471	1.298805
93	5	199	3.151448	1.544548
127	85	191	2.955364	1.375524
97	25	155	3.15488	1.547506
83	45	194	3.021861	1.432844
63	45	197	3.10413	1.50376
103	45	178	3.063156	1.468441
53	125	163	2.883676	1.313729
43	85	157	2.158017	1.287952
27	95	19	3.18129	1.570272
103	65	147	2.152152	1.304149
127	85	88	3.349927	1.715637
77	25	170	2.155818	1.310036
27	5	177	3.051523	1.458413
77	111	136	2.171051	1.310074
67	71	179	3.079422	1.482462
17	115	17	2.133425	1.271743
63	45	149	3.106336	1.505662
83	65	114	2.160495	1.292448
127	85	150	3.26748	1.644567
83	65	199	2.932029	1.355409
53	125	144	3.077265	1.480603
77	25	112	3.152684	1.545614
93	105	115	2.842797	1.278491
77	25	198	3.114436	1.512644
107	131	189	3.177549	1.567047
27	5	187	3.025467	1.435952
77	111	195	2.674293	1.133241
57	25	162	3.141052	1.535587
57	25	81	3.156656	1.549037
33	45	165	3.219639	1.603329
53	125	16	3.428353	1.78324
113	5	21	3.285075	1.659734
107	111	120	2.871159	1.302939
133	125	133	2.877413	1.30833
143	15	24	2.137212	1.278033
43	85	22	2.190063	1.367228
7	191	15	2.976696	1.393912
103	65	151	2.170491	1.334772
77	111	166	2.219711	1.416078
93	105	105	2.168158	1.330771
133	125	20	2.97242	1.390226
73	91	125	2.846935	1.282058
53	125	164	2.876022	1.307131
43	85	3	3.369408	1.73243
33	45	149	2.157918	1.31358
127	85	94	3.366286	1.729738
143	51	3	2.219547	1.415815
143	65	6	3.155911	1.548396
107	111	172	2.157505	1.312873
127	165	170	2.218381	1.413976
33	45	140	3.053702	1.460291
93	5	181	2.183113	1.3558
73	5	157	3.225686	1.608541
87	85	122	2.873242	1.304735
27	5	194	3.277416	1.653133
83	65	156	3.063884	1.469068
127	165	173	2.150278	1.300815
127	165	194	2.850386	1.285033
53	5	198	2.149923	1.300163
27	95	10	3.142536	1.536866
83	65	84	3.325111	1.694246
127	85	143	3.302739	1.674961
83	65	128	3.111489	1.510103
33	45	91	3.149962	1.543267
93	125	197	2.775164	1.220191
123	45	197	2.994559	1.409309
83	65	183	2.978835	1.395756
97	25	142	2.152482	1.278623
143	65	1	3.152192	1.545189
37	191	16	3.09605	1.496795
87	85	199	2.883676	1.313729
67	71	140	2.167595	1.304137
97	25	107	3.259089	1.637335
107	111	182	2.72873	1.180165
113	5	138	2.12765	1.26116
107	85	146	2.220853	1.417913
127	165	183	2.918656	1.343881
107	111	97	3.042195	1.450372
83	165	123	2.714712	1.168082
27	5	126	3.071903	1.47598
123	45	18	3.187283	1.575438
73	91	180	2.615469	1.082534
97	25	138	2.127898	1.261586
43	85	25	2.190204	1.367452
93	5	158	2.17351	1.313942
93	125	121	2.922171	1.346911
107	171	133	2.982403	1.398832
27	5	174	3.039198	1.447789
107	171	130	2.922171	1.346911
107	85	178	3.133642	1.529199
57	25	138	2.908129	1.334807
83	65	101	3.191784	1.579318
53	5	99	3.433893	1.788016
107	131	133	3.004596	1.417962
143	71	1	3.16336	1.554817
113	5	125	3.022582	1.433465
83	45	112	2.169292	1.307188
27	5	148	2.16338	1.297018
93	125	112	2.116829	1.241327
107	85	104	3.371752	1.73445
97	25	98	3.281244	1.656432
73	91	160	3.045047	1.45283
73	5	114	3.278947	1.654452
87	85	126	3.133642	1.529199
57	25	167	3.162615	1.554174
93	125	134	2.180108	1.350661
123	45	176	3.018258	1.429738
123	45	150	3.183537	1.572209
127	85	145	3.291211	1.665024
83	45	119	2.176278	1.318486
127	85	121	2.97527	1.392683
107	111	137	2.83316	1.270184
17	115	14	3.165597	1.556745
67	71	118	3.262901	1.640621
43	85	117	3.030096	1.439943
127	85	117	3.09605	1.496795
107	131	173	2.219216	1.41529
107	111	127	2.888554	1.317934
83	45	148	3.184286	1.572854
73	91	179	2.234543	0.754176
123	45	88	2.158101	1.288102
93	105	86	3.099721	1.499959
107	111	131	2.977409	1.394526
107	171	199	2.995991	1.410544
133	125	118	2.106111	1.220816
107	111	92	3.363165	1.727048
7	191	3	2.138945	1.28108
93	5	101	3.264427	1.641936
27	5	172	3.308129	1.679607
53	5	116	3.347595	1.713626
127	165	169	3.104667	1.504223
83	165	87	2.198213	1.381012
27	5	155	2.162265	1.295227
87	85	95	3.34604	1.712287
87	85	180	2.722716	1.174981
83	165	98	3.173219	1.563315
73	5	107	3.429144	1.783922
7	165	1	2.188195	1.364309
107	171	149	3.179045	1.568337
93	5	129	3.30967	1.680936
83	165	128	2.906027	1.332995
83	65	167	3.002443	1.416106
7	75	19	2.135587	1.275279
93	105	152	2.177573	1.346526
107	171	178	3.176053	1.565758
87	85	129	2.901827	1.329375
57	25	134	3.003887	1.417351
27	5	120	3.154423	1.547113
83	45	117	3.073673	1.477506
93	105	148	2.18863	1.364983
37	191	15	3.003878	1.417343
133	125	147	3.024745	1.43533
33	45	16	3.194036	1.581259
73	5	174	3.323565	1.692913
107	111	106	2.154527	1.28195
53	125	83	3.119598	1.517094
143	65	7	2.206313	1.393928
67	71	101	2.181332	1.35272
93	5	194	3.26748	1.644567
57	25	176	3.076283	1.479756
123	45	80	3.130791	1.526742
77	111	125	3.064348	1.469468
43	85	108	3.342157	1.70894
103	45	84	2.151453	1.276968
107	131	193	3.068256	1.472837
103	45	145	3.085179	1.487424
67	71	193	2.128716	1.263005
57	25	164	3.218884	1.602678
7	165	22	3.057335	1.463423
17	115	19	2.16414	1.324248
127	85	115	3.091649	1.493001
53	5	100	3.429144	1.783922
107	131	162	2.138945	1.28108
97	25	84	3.205313	1.59098
143	65	19	3.068256	1.472837
83	65	158	2.924281	1.34873
83	45	198	3.114436	1.512644
67	71	137	2.17274	1.312713
53	125	15	3.429935	1.784604
73	91	133	2.146582	1.294269
63	45	125	3.093115	1.494265
97	25	136	2.135033	1.274359
103	65	159	2.758948	1.206213
57	25	165	3.100455	1.500592
73	191	4	2.165473	1.326365
53	125	10	2.172085	1.337617
93	105	173	2.947571	1.368806
127	85	109	3.167836	1.558674
73	91	81	3.08734	1.489287
57	25	126	2.912336	1.338434
43	85	176	2.880195	1.310728
113	5	14	3.342934	1.709609
83	65	95	3.133704	1.529252
83	45	120	3.325885	1.694913
87	85	96	3.168076	1.558882
113	5	127	3.067215	1.471939
133	125	23	3.087985	1.489843
73	91	119	2.897631	1.325758
53	5	90	2.163277	1.322898
123	45	85	2.159889	1.291378
83	65	192	2.881587	1.311928
43	85	172	3.112962	1.511373
43	85	140	3.243115	1.623565
73	5	98	3.49928	1.844379
83	65	157	3.03052	1.440308
73	91	129	2.136767	1.27727
107	131	190	3.179793	1.568982
67	71	121	2.855223	1.289203
103	45	169	3.093115	1.494265
97	25	133	2.153289	1.305938
53	125	3	3.394466	1.75403
87	85	188	2.871853	1.303538
127	85	197	2.765696	1.21203
83	65	166	2.876022	1.307131
127	165	180	2.978835	1.395756
93	105	179	2.861451	1.294571
83	65	135	3.213601	1.598124
53	125	174	2.156656	1.285558
83	65	117	2.168941	1.306547
73	5	152	2.130144	1.265551
93	125	92	2.227838	1.429887
77	111	95	2.182879	1.35539
103	65	193	2.904627	1.331788
127	165	198	3.044993	1.452784
133	125	192	2.962462	1.381642
73	5	147	2.165353	1.326173
67	71	109	2.171455	1.33648
73	91	141	2.171876	1.337238
93	5	99	2.198334	1.381233
83	45	156	3.241597	1.622256
93	5	178	2.171455	1.33648
127	165	110	3.188033	1.576085
103	65	188	2.899728	1.327566
83	65	80	3.251475	1.630772
27	5	8	2.192151	1.370583
43	85	188	2.148101	1.296895
27	5	183	3.095316	1.496162
53	125	170	2.760971	1.207957
143	51	15	2.168724	1.331726
73	5	90	3.389757	1.749971
27	5	117	3.367066	1.730411
123	45	147	3.0125	1.424775
73	91	170	2.142238	1.287159
127	165	91	3.213601	1.598124
73	191	17	2.168499	1.331344
63	45	119	2.190627	1.368124
83	65	130	3.16336	1.554817
33	45	18	3.135123	1.530476
53	5	115	3.443405	1.796215
63	45	148	3.063884	1.469068
77	25	144	2.187314	1.362958
83	65	111	3.034857	1.444047
93	105	191	2.975983	1.393297
27	95	8	2.198933	1.382334
83	45	155	3.202725	1.588749
83	65	115	2.171279	1.310426
43	85	130	3.144762	1.538785
63	45	135	2.171136	1.335911
107	131	111	2.869771	1.301742
83	65	184	2.788731	1.231886
73	5	173	3.218129	1.602027
103	45	128	3.070444	1.474722
113	5	116	2.877413	1.30833
97	25	165	2.16475	1.325211
7	165	25	2.917953	1.343275
73	91	185	2.613525	1.080858
93	125	171	2.193901	1.373481
93	105	153	2.140031	1.283052
83	165	150	3.10322	1.502976
93	125	113	2.127567	1.261018
33	45	15	3.180542	1.569627
143	51	21	2.204512	1.391025
107	131	138	2.910232	1.33662
103	65	109	2.918656	1.343881
73	91	149	3.059517	1.465304
43	85	112	3.207572	1.592927
73	91	142	2.198694	1.381894
67	71	129	2.166297	1.30188
103	45	96	2.159168	1.29004
83	45	122	3.362385	1.726376
27	95	14	3.220395	1.60398
83	65	197	2.881587	1.311928
43	85	138	3.047894	1.455285
123	45	186	3.155167	1.547754
33	45	17	3.23932	1.620294
123	45	126	2.915846	1.341459
77	111	99	2.179663	1.324384
7	31	12	2.207194	1.395375
123	45	167	3.042819	1.45091
67	71	114	3.262138	1.639963
97	25	93	3.325885	1.694913
53	5	140	2.932734	1.356017
103	65	122	3.050797	1.457787
97	25	178	2.188049	1.364084
97	25	161	2.180478	1.351279
107	131	148	3.234771	1.616372
93	125	190	2.870465	1.302341
113	5	8	3.325885	1.694913
27	5	105	3.323565	1.692913
77	25	115	3.184286	1.572854
77	111	127	3.038633	1.447301
127	85	152	3.062428	1.467813
43	85	23	2.188485	1.364759
133	125	109	2.960331	1.379806
33	45	126	2.161126	1.29343
53	125	93	3.088718	1.490475
97	25	128	3.098883	1.499237
83	165	180	2.788051	1.2313
107	131	85	3.445786	1.798268
127	165	185	2.995275	1.409927
93	125	156	2.953237	1.37369
107	85	167	3.310441	1.6816
107	111	179	2.140031	1.283052
67	71	141	3.106838	1.506094
73	5	142	2.158123	1.313933
97	25	163	2.225957	1.426518
83	65	183	2.978835	1.395756
87	85	115	2.982403	1.398832
83	65	156	3.063884	1.469068
93	105	135	3.036497	1.44546
113	5	135	2.164385	1.324633
103	45	116	3.169329	1.559961
87	85	169	2.718045	1.170955
127	85	82	3.348372	1.714296
127	85	23	3.1056	1.505028
123	45	199	2.950403	1.371247
93	105	189	2.835223	1.271963
43	85	15	3.039198	1.447789
83	45	95	3.119598	1.517094
77	111	107	2.164507	1.324826
107	111	184	3.047894	1.455285
77	111	170	2.169172	1.332488
107	111	193	2.923577	1.348124
63	45	92	3.342934	1.709609
127	165	164	2.166951	1.30301
133	125	151	2.924985	1.349337
107	111	132	2.856607	1.290395
63	45	109	3.155911	1.548396
107	111	171	2.175463	1.343202
107	111	116	2.873242	1.304735
93	105	185	3.052975	1.459665
83	45	139	3.150705	1.543908
107	171	151	3.273592	1.649836
37	191	1	2.157193	1.312342
73	5	197	3.270535	1.647201
107	171	156	3.307359	1.678943
127	165	99	3.016818	1.428497
83	165	138	3.013219	1.425395
113	5	140	2.170382	1.334582
133	125	9	3.016098	1.427876
133	125	16	2.138519	1.280319
57	25	82	3.10928	1.508199
97	25	127	3.102659	1.502492
83	65	91	3.142453	1.536795
73	91	148	3.021861	1.432844
113	5	89	3.183537	1.572209
73	191	18	2.177703	1.346733
17	115	5	2.200591	1.384948
83	65	182	3.02691	1.437196
37	165	6	3.161869	1.553531
83	65	92	2.178202	1.321788
93	125	148	2.915846	1.341459
107	111	104	2.155248	1.283155
67	71	142	2.166657	1.328284
113	5	3	2.174924	1.342369
107	85	154	2.172085	1.337617
93	105	138	2.198694	1.381894
87	85	176	2.69743	1.153184
77	111	119	2.154798	1.282402
73	5	84	3.443405	1.796215
33	45	196	2.16348	1.297181
7	165	10	2.138775	1.280776
127	165	142	3.146247	1.540065
83	65	169	2.869771	1.301742
93	125	183	3.02114	1.432223
133	125	24	3.071173	1.475351
27	5	156	2.156915	1.286008
133	125	155	2.919358	1.344487
103	65	101	2.773133	1.218441
107	171	188	2.959621	1.379194
53	125	152	2.191046	1.368795
113	5	139	2.141243	1.285319
27	5	129	3.001008	1.414869
97	25	104	3.269007	1.645884
27	5	3	2.180232	1.350867
63	45	186	2.783977	1.227788
53	125	115	2.64803	1.110602
77	25	100	3.407834	1.765553
83	65	161	2.930619	1.354194
73	5	110	3.318929	1.688916
107	85	89	2.240926	1.451204
83	65	119	2.184489	1.358255
107	85	94	2.192287	1.370806
113	5	132	2.138433	1.280167
37	191	11	3.130682	1.526648
93	105	193	2.816011	1.255401
43	85	103	3.351482	1.716978
107	111	93	3.320473	1.690248
77	25	199	3.023303	1.434087
103	65	167	2.924985	1.349337
87	85	195	2.866302	1.298752
103	45	138	3.04077	1.449143
93	125	189	3.020419	1.431601
37	191	18	3.194036	1.581259
63	45	140	2.182644	1.35498
103	65	185	3.110016	1.508834
97	25	131	2.171349	1.336291
27	95	2	3.040646	1.449037
113	5	196	3.153679	1.546471
107	131	145	3.209832	1.594875
113	5	182	3.245394	1.625529
113	5	90	3.236287	1.617679
127	165	148	3.120336	1.51773
123	45	159	3.042819	1.45091
107	171	121	2.843487	1.279086
97	25	147	2.168139	1.305102
123	45	191	2.966016	1.384706
103	65	166	2.786693	1.230129
103	65	92	3.149962	1.543267
63	45	191	2.16338	1.297018
83	65	196	3.159634	1.551605
107	111	140	2.805076	1.245975
97	25	151	2.169292	1.307188
57	25	161	3.215865	1.600075
83	65	86	3.272827	1.649177
93	5	134	3.217374	1.601377
63	45	103	3.218884	1.602678
143	71	25	2.135311	1.274819
67	71	104	2.150453	1.30114
67	71	146	2.136045	1.276046
27	5	14	2.191185	1.369019
7	75	24	2.964594	1.38348
107	171	102	2.149923	1.300163
7	191	5	2.139866	1.282749
27	5	184	2.91725	1.34267
67	71	136	2.179567	1.324212
93	125	133	2.162274	1.321352
123	45	5	3.320473	1.690248
57	25	140	2.844866	1.280274
33	45	155	2.174653	1.341952
113	5	15	3.392111	1.752
77	25	162	2.151814	1.277561
127	85	16	3.273592	1.649836
57	25	182	3.051523	1.458413
133	125	106	3.02114	1.432223
93	105	129	2.718045	1.170955
93	105	106	2.14471	1.291137
77	25	157	2.156656	1.285558
83	45	118	3.007419	1.420395
53	125	129	2.135495	1.275126
123	45	6	3.254519	1.633396
87	85	181	2.779229	1.223695
53	5	190	2.1397	1.282445
7	75	22	2.183229	1.356005
27	5	81	3.203808	1.589682
83	65	104	3.10928	1.508199
57	25	186	3.017538	1.429117
103	65	191	2.861451	1.294571
93	5	135	3.191784	1.579318
83	65	174	3.022582	1.433465
43	85	125	2.983832	1.400063
143	71	4	3.269007	1.645884
133	125	159	3.024024	1.434709
77	25	195	3.29505	1.668333
103	65	80	3.037027	1.445917
107	171	124	2.886463	1.316131
53	125	82	3.215865	1.600075
83	45	80	3.040646	1.449037
107	131	172	2.186423	1.361606
127	85	126	2.909531	1.336016
83	65	170	3.102497	1.502352
7	191	18	2.162652	1.321932
17	115	3	2.14782	1.296403
93	125	124	2.69942	1.1549
123	45	8	2.178346	1.347768
107	131	197	2.999574	1.413633
7	165	6	2.159233	1.315874
77	111	167	2.218549	1.414239
97	25	141	2.156134	1.284658
37	191	14	3.189533	1.577378
57	25	196	3.191784	1.579318
87	85	173	2.667052	1.126999
77	111	176	2.957492	1.377358
127	165	134	3.190283	1.578024
43	85	181	2.136045	1.276046
73	5	193	3.432309	1.786651
53	125	20	3.396037	1.755384
93	125	141	2.153289	1.305938
77	111	89	2.16247	1.295553
73	5	165	3.098986	1.499326
107	111	115	2.637578	1.101593
127	85	155	3.148475	1.541986
113	5	4	3.182788	1.571563
73	91	90	2.141402	1.285621
27	5	167	3.138828	1.53367
83	65	168	3.02114	1.432223
27	5	130	3.10119	1.501226
83	165	102	2.164992	1.325596
77	111	87	2.167412	1.303815
27	5	140	2.957492	1.377358
107	131	150	3.093849	1.494898
113	5	100	3.26748	1.644567
77	25	103	3.394466	1.75403
83	165	132	2.844866	1.280274
107	171	125	2.720713	1.173255
77	111	156	2.135954	1.275892
33	45	86	3.305818	1.677615
7	75	23	3.063156	1.468441
67	71	156	2.176381	1.31866
63	45	150	2.913038	1.339039
7	75	13	3.051523	1.458413
33	45	129	2.14924	1.272824
27	5	85	3.240838	1.621602
143	15	25	2.19495	1.375259
83	45	123	3.393681	1.753353
67	71	166	2.171619	1.310955
83	45	94	3.262138	1.639963
83	165	89	2.191324	1.369243
97	25	158	2.204206	1.39054
73	191	9	2.958202	1.37797
127	85	128	2.888554	1.317934
87	85	164	2.846935	1.282058
63	45	181	3.112225	1.510738
107	131	192	3.020419	1.431601
7	191	24	2.128227	1.262154
83	45	167	2.16175	1.294411
107	131	121	2.764345	1.210866
53	125	113	2.733414	1.184203
113	5	141	2.159133	1.315698
107	191	1	3.003161	1.416724
113	5	104	3.130682	1.526648
103	45	120	3.169329	1.559961
83	165	181	2.896932	1.325155
57	25	192	3.240838	1.621602
107	111	108	2.147439	1.269626
27	5	191	2.978122	1.395141
33	45	5	3.026188	1.436574
53	5	161	2.993843	1.408692
107	131	112	2.921467	1.346305
133	125	99	3.177549	1.567047
93	105	116	3.021861	1.432844
93	125	136	2.186721	1.362057
93	5	186	2.170274	1.334392
73	91	167	2.156245	1.310746
87	85	103	2.166203	1.301719
83	45	147	3.090223	1.491772
83	45	131	3.277416	1.653133
83	45	101	3.136618	1.531765
27	5	103	3.370189	1.733103
127	85	169	2.156669	1.311456
83	165	110	2.14838	1.297386
7	165	9	2.142238	1.287159
27	5	101	3.350704	1.716307
127	85	186	3.039198	1.447789
123	45	107	2.919358	1.344487
93	125	89	2.160314	1.31781
107	85	184	3.014658	1.426635
37	165	11	2.169946	1.333821
93	125	132	2.18505	1.359276
123	45	162	2.940499	1.36271
53	5	114	3.465676	1.815412
103	45	140	2.162673	1.295879
107	131	154	2.99098	1.406225
93	5	146	2.153608	1.28044
107	171	105	2.146097	1.293446
113	5	115	2.929915	1.353586
27	5	199	2.167959	1.304781
53	5	98	3.429144	1.783922
83	65	148	3.185784	1.574146
77	25	94	2.15941	1.290486
73	91	111	2.155925	1.310214
113	5	1	3.185035	1.5735
83	65	92	2.178202	1.321788
107	131	102	3.155167	1.547754
107	85	181	3.165597	1.556745
43	85	101	3.394466	1.75403
113	5	23	3.374878	1.737145
83	45	150	3.23174	1.61376
133	125	108	2.977409	1.394526
107	131	171	2.221176	1.418437
83	45	182	2.174653	1.341952
107	85	88	2.207773	1.396339
27	5	169	3.082861	1.485426
53	125	96	3.025467	1.435952
